date,mean
2025-10-28,1.26
2025-10-29,1.29
2025-10-30,1.4
2025-10-31,1.13
2025-11-01,1.2
2025-11-02,1.71
2025-11-03,1.5
2025-11-04,1.47
2025-11-05,1.86
2025-11-06,1.42
2025-11-07,1.42
2025-11-08,1.54
2025-11-09,1.24
2025-11-10,1.29
2025-11-11,1.44
2025-11-12,1.28
2025-11-13,1.28
2025-11-14,1.17
2025-11-15,1.15
2025-11-16,1.15
2025-11-17,1.08
2025-11-18,1.46
2025-11-19,1.42
2025-11-20,1.83
2025-11-21,2.31
2025-11-22,1.31
2025-11-23,0.93
2025-11-24,0.93
2025-11-25,1.78
2025-11-26,1.56
2025-11-27,1.4
2025-11-28,1.09
2025-11-29,0.93
2025-11-30,1.64
2025-12-01,1.15
2025-12-02,1.15
2025-12-03,1.24
2025-12-04,1.05
2025-12-05,0.99
2025-12-06,1.01
2025-12-07,0.83
2025-12-08,0.9
2025-12-09,0.66
2025-12-10,1.08
2025-12-11,0.79
2025-12-12,0.55
2025-12-13,1.3
2025-12-14,1.26
2025-12-15,0.7
2025-12-16,1.37
2025-12-17,1.17
2025-12-18,0.8
2025-12-19,1.32
