date,mean
2025-10-28,1.68
2025-10-29,1.58
2025-10-30,1.83
2025-10-31,1.35
2025-11-01,1.48
2025-11-02,1.83
2025-11-03,1.49
2025-11-04,1.79
2025-11-05,2.37
2025-11-06,1.76
2025-11-07,1.76
2025-11-08,1.59
2025-11-09,1.3
2025-11-10,1.47
2025-11-11,1.62
2025-11-12,1.62
2025-11-13,1.62
2025-11-14,1.36
2025-11-15,1.43
2025-11-16,1.43
2025-11-17,1.26
2025-11-18,1.51
2025-11-19,1.54
2025-11-20,1.99
2025-11-21,2.46
2025-11-22,1.47
2025-11-23,1.01
2025-11-24,1.05
2025-11-25,1.87
2025-11-26,1.44
2025-11-27,1.43
2025-11-28,1.02
2025-11-29,1.09
2025-11-30,1.76
2025-12-01,1.19
2025-12-02,1.19
2025-12-03,1.35
2025-12-04,1.18
2025-12-05,0.94
2025-12-06,0.95
2025-12-07,0.94
2025-12-08,1.18
2025-12-09,0.89
2025-12-10,1.05
2025-12-11,0.91
2025-12-12,0.53
2025-12-13,1.34
2025-12-14,1.4
2025-12-15,0.8
2025-12-16,1.64
2025-12-17,1.15
2025-12-18,0.91
2025-12-19,1.32
2025-12-20,0.91
2025-12-21,1.02
2025-12-22,0.92
2025-12-23,0.89
2025-12-24,0.91
2025-12-25,0.77
