date,mean
2025-10-28,1.79
2025-10-29,1.97
2025-10-30,1.76
2025-10-31,2.05
2025-11-01,1.44
2025-11-02,2.41
2025-11-03,2.11
2025-11-04,2.35
2025-11-05,2.61
2025-11-06,1.88
2025-11-07,1.88
2025-11-08,2.12
2025-11-09,1.69
2025-11-10,1.29
2025-11-11,1.87
2025-11-12,2.05
2025-11-13,2.05
2025-11-14,1.35
2025-11-15,0.81
2025-11-16,0.81
2025-11-17,1.72
2025-11-18,1.69
2025-11-19,1.42
2025-11-20,1.69
2025-11-21,1.93
2025-11-22,1.88
2025-11-23,1.47
2025-11-24,1.12
2025-11-25,2.11
2025-11-26,1.51
2025-11-27,1.53
2025-11-28,1.38
2025-11-29,0.94
2025-11-30,1.61
2025-12-01,1.28
2025-12-02,1.28
2025-12-03,1.43
2025-12-04,1.06
2025-12-05,0.88
2025-12-06,0.9
2025-12-07,1.04
